Smiles,prediction_label,softmax_score
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)C=C1,0,0.23934555053710938
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=CC=C1,0,0.0677637904882431
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1Br,0,0.03422816842794418
CC1=C(C=O)C(O)=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=C1,0,0.37958282232284546
COC1=CC(OCC2=CC=CC(Br)=C2C)=CC(OC)=C1C=O,0,0.1269945651292801
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=CC(OC)=C1CN[C@H](CO)C(O)=O,1,0.7652920484542847
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1C=O,0,0.3928370773792267
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1CN[C@@H](CO)C(C)C,1,0.6033905148506165
ClC1=CC=C(C=C1)C(=O)N\N=C1/C(=O)N(CC2=CC=CC=C2)C2=C1C=CC=C2,0,0.11184389144182205
CN1C(=O)\C(=N/NC(=O)C2=CC=CO2)C2=C1C=CC=C2,0,0.05390270799398422
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)CC1,0,0.07021134346723557
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=C(N)C=C1,0,0.06926168501377106
CC1=CC=C(C=C1)S(=O)(=O)N1C(=O)CC2=C1C=CC=C2,0,0.21551212668418884
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC2=C(OCCO2)C=C1,0,0.20574072003364563
CC1=C(CO)C=CC=C1Br,0,0.02153019607067108
O=C(CCC#C)NCCN1CCOCC1,0,0.1913461536169052
CC1=C(CO)C=CC=C1C1=CC2=C(OCCO2)C=C1,0,0.28528523445129395
CC1=C(CO)C=CC=C1C1=CC=CC=C1,0,0.07532385736703873
ClC1=CC=C(NC(=O)CCC#C)C=C1,0,0.41687098145484924
COC(=O)[C@@H](COC(C)(C)C)NC(=O)OC(C)(C)C,1,0.6163012981414795
CC(C)(C)OC[C@@H](NC(=O)OC(C)(C)C)C(=O)NN,0,0.2574045956134796
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC3=C(OCCO3)C=C2)=CC(OC)=C1C=O,1,0.5905748605728149
OCC1=C(Cl)C(Br)=CC=C1,0,0.03705880418419838
OCC1=C(Cl)C(=CC=C1)C1=CC=CC=C1,0,0.4285646677017212
CCOC(=O)C1=C(O)C2=CC=CC=C2N=C1C,0,0.24807515740394592
CCOC(=O)C1=C(Cl)C2=CC=CC=C2N=C1C,0,0.294297456741333
CC1=C2C(=O)N(N=C2C2=CC=CC=C2N1)C1=CC=C(C=C1)C#N,0,0.22371838986873627
COC(=O)[C@@H](C)NC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2,1,0.8687314987182617
C[C@H](NC(=O)OCC1C2=CC=CC=C2C2=C1C=CC=C2)C(=O)NN,1,0.6469765901565552
CC1=C(COC2=CC=C(C=O)C(F)=C2)C=CC=C1C1=CC=CC=C1,0,0.09804680198431015
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=C(C=C2)[C@@H](O)C2=NC=CS2)=CC(OC)=C1C=O,0,0.24323154985904694
CN1C(=O)C(=O)C2=CC=CC=C12,0,0.03246116638183594
CN1C(=O)\C(=N/NC(=O)C2=CC=CC=C2)C2=CC=CC=C12,0,0.05354584753513336
CC(=O)NN,1,0.6613994240760803
