Smiles,average,std
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=C(C=C2)[C@@H](O)C2=NC=CS2)=CC(OC)=C1CNCCNC(C)=O,0.6524615155383945,0.21178937993916028
CC1=C(C=O)C(OCC2=CC(=CC=C2)C#N)=CC(OCC2=C(C)C(=CC=C2)C2=CC3=C(OCCO3)C=C2)=C1,0.7520600568056106,0.18107484422555134
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCC[C@@H](C1)C(O)=O,0.6331238405331969,0.20230430079863557
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCCC[C@@H]1C(=O)NCCOCCOCCNC(=O)OC(C)(C)C,0.6889769806973636,0.19487302709378276
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCCC[C@@H]1C(=O)NCCOCCOCCN,0.5746205114349723,0.208605727629738
FC1=CC=C(\C=C2/CCNC2=O)C=C1,0.29161765741405543,0.2393365011707801
CC1=CC(OCC2=C(C)C(=CC=C2)C2=CC3=C(OCCO3)C=C2)=CC(OCC2=CC=CC(=C2)C#N)=C1CN[C@H](CO)C(=O)NCCOCCOCCNC(=O)OC(C)(C)C,0.7544032921046019,0.17501229539181365
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1CN[C@H](CC(F)(F)F)C1=CC=CC=C1,0.6692801052406431,0.20471659061585343
CC1=C(C=CC=C1Br)C1=NN=C(O1)[C@@H](N1CCCCC1)C1=CC=C(F)C=C1,0.20125294614926678,0.16177594158027805
CC[C@H](N(C)C1=CC=CC=C1)C1=NN=C(O1)[C@H](COC(C)(C)C)NC(=O)OC(C)(C)C,0.3837442252356559,0.2891092587299059
BrC1=CC=CC=C1S(=O)(=O)N1CCC(=O)CC1,0.23634976239470415,0.2165331639841417
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCCC[C@@H]1C(=O)NCCOCCOCCNC(=O)C1=CC=C(C=C1)N1N=C2C(C1=O)=C(C)NC1=CC=CC=C21,0.6129935682564974,0.18673728754910826
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCCC[C@@H]1C(=O)NCCOCCOCCNC(=O)C1=CC=C(C=C1Cl)N1N=C2C(C1=O)=C(C)NC1=CC=CC=C21,0.6359043670073151,0.18463169333250132
BrC1=CC=CC=C1S(=O)(=O)N1CCC(=O)C=C1,0.28900246699876153,0.22353177043630323
CC(=C)C(=O)N1CCC[C@H]1C(O)=O,0.31247988519456704,0.23598477589992053
BrC1=CC=CC=C1S(=O)(=O)N1CCCCC1,0.18600565535918576,0.18401593563155574
O=C(N1CCC(=O)CC1)C1=CC=CC=N1,0.18696177387831267,0.1828195137716145
OC1=CC=CC=C1C1=CN=CN=C1,0.5332191332177317,0.28677253618245707
OCCOCCOCCN1C=CC2=C1C=CC=C2,0.5281161314688652,0.29129414939748494
CC1=C(NCC2=CC=C(F)C=C2)C=CC=C1Br,0.34939740216289644,0.24613198946544176
CNC1=C(C)C(Br)=CC=C1,0.3524505966841243,0.2632418676508679
O=S1(=O)OC2=CC=CC=C2C=N1,0.34334438481746477,0.26153017285329105
CNC1=C(C#N)C(Br)=CC=C1,0.4284837376730284,0.2877942120300772
OCCCCN1CCC2=C1C=CC=C2,0.0668246969647853,0.08362394392625463
CCCCNC1=C(C#N)C(Br)=CC=C1,0.27206699021789243,0.2211691031454924
CCCCNC1=C(C#N)C(=CC=C1)C1=CC=CC=C1,0.37521096963668243,0.22869254284845242
CC[C@@H](N(C)C1=C(C)C(=CC=C1)C1=CC=C2OCCOC2=C1)C1=NN=C(O1)C1=C(C)C(Br)=CC=C1,0.5788494770526886,0.22673295174562008
CC[C@@H](N(C)C1=C(C)C(=CC=C1)C1=CC=C2OCCOC2=C1)C1=NN=C(O1)C1=CC=CC=C1,0.4953768875207752,0.22936089890526892
CN(C(=O)C(C)=C)C1=C(C)C(Br)=CC=C1,0.27829729366401446,0.2286601037146336
CN(C(=O)C(C)=C)C1=C(C)C(=CC=C1)C1=CC=CC=C1,0.28649574318772647,0.19560479828088606
CC1=NS(=O)(=O)OC2=CC=CC=C12,0.386859370193677,0.27592833364497177
O=S1(=O)N=C(C2=CC=CC=C2)C2=CC=CC=C2N1CC1=CC=CC=C1,0.15887023544931436,0.1771615169123251
CC1=C(C=CC=C1C1=NN=C(O1)[C@@H](N1CCCCC1)C1=CC=C(F)C=C1)C1=CC=CC=C1,0.21531366929132492,0.14611051720519871
CC1=C(C=CC=C1C1=NN=C(O1)[C@@H](N1CCCCC1)C1=CC=C(F)C=C1)C1=CC2=C(OCCO2)C=C1,0.4945295800436288,0.2294797880797224
CC1=C(C=CC=C1C1=CC=C2OCCOC2=C1)C1=NN=C(O1)[C@H](N)CO,0.8076566268056631,0.16014965996639008
CC[C@H](N(C)C1=C(C)C(=CC=C1)C1=CC=C2OCCOC2=C1)C1=NN=C(O1)C1=CC=CC=C1,0.49152879594638943,0.22933653121287673
CC[C@H](N(C)C1=C(C)C(=CC=C1)C1=CC=CC=C1)C1=NN=C(O1)C1=CC=CC=C1,0.22512630797666497,0.16106171368833233
CCN(CC)C1=CC=C2[C@H](NS(=O)(=O)OC2=C1)C1=NN=C(O1)C1=CC=CC=C1,0.2965153905504012,0.21399941879493578
COC1=CC=C2[C@H](NS(=O)(=O)OC2=C1)C1=NN=C(O1)C1=CC=CC=C1,0.5657153227643575,0.23558007677892545
O=S1(=O)N[C@H](C2=NN=C(O2)C2=CC=CC=C2)C2=C3C=CC=CC3=CC=C2O1,0.32369598411547484,0.24287540820213044
COC1=CC=C2[C@H](NS(=O)(=O)OC2=C1)C1=NN=C(O1)C1=CN=C(C=C1)C(F)(F)F,0.7072250529068406,0.21138287723407587
COC1=CC=C2[C@H](NS(=O)(=O)OC2=C1)C1=NN=C(O1)C1=CC=C(C)C=C1,0.6018586589633487,0.2448675422900381
OC1=CC=C(C=C1)C1=NN=C(O1)[C@H]1NS(=O)(=O)OC2=CC=CC=C12,0.49574283852032386,0.2631345461180302
CC1=CC=C(C=C1)S(=O)(=O)N[C@H](C1=NN=C(O1)C1=CC=CC=C1)C1=CC=C(Br)C=C1,0.31165001601562836,0.22268272501029351
CC1=CC=C(C=C1)S(=O)(=O)N[C@H](C1=NN=C(O1)C1=CC(C)=C(Br)C=C1)C1=CC=C(Br)C=C1,0.42739075515465813,0.26458690632326815
COC1=CC(=CC(OC)=C1OC)[C@H](NS(=O)(=O)C1=CC=C(C)C=C1)C1=NN=C(O1)C1=CC=CC=C1,0.7092935841158032,0.22142488456618942
CC1=CC=C(C=C1)S(=O)(=O)N[C@H](C1=NN=C(O1)C1=CC=CC=C1)C1=CC=C(O)C(=C1)[N@@H](O)=O,0.4260919886464253,0.2298748544197172
ClC1=CC=C(C=C1)S(=O)(=O)N[C@H](C1=NN=C(O1)C1=CC=CC=C1)C1=CC=C(C=C1)C#N,0.3689855729911942,0.24114397519725644
COC1=CC(=CC(OC)=C1OC)[C@@H](NS(=O)(=O)C1=CC=C(Cl)C=C1)C1=NN=C(O1)C1=CC=CC=C1,0.7553149257265032,0.20849741564016436
﻿C[C@H]1CC2=CC(=O)CC[C@H]2[C@@H]2CC[C@]3(C)[C@H](CC[C@@]3(O)C#C)[C@@H]12,0.2840890384351369,0.2458100359977962
