Smiles,average,std
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)C=C1,0.30943867584480905,0.23895334383157413
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=CC=C1,0.40572464554943144,0.22788356972528878
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1Br,0.36987096326891333,0.2620572370821042
CC1=C(C=O)C(O)=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=C1,0.7944030170086771,0.16613378618825866
COC1=CC(OCC2=CC=CC(Br)=C2C)=CC(OC)=C1C=O,0.7726831459458917,0.209508431256963
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=CC(OC)=C1CN[C@H](CO)C(O)=O,0.8687912798523902,0.11384903739204323
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1C=O,0.7789252670332789,0.17549028002755504
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1CN[C@@H](CO)C(C)C,0.7516989446468652,0.1826854872974808
ClC1=CC=C(C=C1)C(=O)N\N=C1/C(=O)N(CC2=CC=CC=C2)C2=C1C=CC=C2,0.12769603045977418,0.13783751325425472
CN1C(=O)\C(=N/NC(=O)C2=CC=CO2)C2=C1C=CC=C2,0.165020403112896,0.1616392554337989
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)CC1,0.24481987285031936,0.22372082188782833
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=C(N)C=C1,0.42839122006762775,0.2462128599347851
CC1=CC=C(C=C1)S(=O)(=O)N1C(=O)CC2=C1C=CC=C2,0.2486348764775903,0.20974145276847986
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC2=C(OCCO2)C=C1,0.7382903075739742,0.20656075826169823
CC1=C(CO)C=CC=C1Br,0.40811750370427036,0.2699813275918363
O=C(CCC#C)NCCN1CCOCC1,0.28321813057758843,0.2464241907017555
CC1=C(CO)C=CC=C1C1=CC2=C(OCCO2)C=C1,0.8244035541452468,0.1651363317704894
CC1=C(CO)C=CC=C1C1=CC=CC=C1,0.48035696828644725,0.23418487321476308
ClC1=CC=C(NC(=O)CCC#C)C=C1,0.21871423711050011,0.21149931815145812
COC(=O)[C@@H](COC(C)(C)C)NC(=O)OC(C)(C)C,0.6314677932341437,0.3031854069979701
CC(C)(C)OC[C@@H](NC(=O)OC(C)(C)C)C(=O)NN,0.5354610400911479,0.31302241818531873
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC3=C(OCCO3)C=C2)=CC(OC)=C1C=O,0.8813751454651356,0.11021600294956865
OCC1=C(Cl)C(Br)=CC=C1,0.31247828288085294,0.24695974969147647
OCC1=C(Cl)C(=CC=C1)C1=CC=CC=C1,0.44195180652104316,0.2593826326775174
CCOC(=O)C1=C(O)C2=CC=CC=C2N=C1C,0.45082669289642946,0.27347057668927416
CCOC(=O)C1=C(Cl)C2=CC=CC=C2N=C1C,0.4797474948380841,0.27743384551163663
CC1=C2C(=O)N(N=C2C2=CC=CC=C2N1)C1=CC=C(C=C1)C#N,0.36603115047945173,0.24677625549710605
COC(=O)[C@@H](C)NC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2,0.46358743316028267,0.24636955427322726
C[C@H](NC(=O)OCC1C2=CC=CC=C2C2=C1C=CC=C2)C(=O)NN,0.411592368720565,0.23861106509196214
CC1=C(COC2=CC=C(C=O)C(F)=C2)C=CC=C1C1=CC=CC=C1,0.5040610199961811,0.22040072646742162
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=C(C=C2)[C@@H](O)C2=NC=CS2)=CC(OC)=C1C=O,0.7300360034294426,0.1933143865612917
CN1C(=O)C(=O)C2=CC=CC=C12,0.11753344100364074,0.14469026642476093
CN1C(=O)\C(=N/NC(=O)C2=CC=CC=C2)C2=CC=CC=C12,0.12187830160289014,0.13721107770567684
CC(=O)NN,0.5239353621849295,0.3056764394682092
CN1[C@H]2SC(=NN=C2C2=CC=CC=C12)C1=CC=CC=C1,0.10640197880034248,0.12710556834549988
CC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(O)=C1C=O,0.5407426386773586,0.21331993355642198
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN[C@@H](CBr)C(C)C,0.7404052137881517,0.1877406977440096
COC1=CC(OCC2=C(C)C(Br)=CC=C2)=CC(OC)=C1CNCCBr,0.7709657805562019,0.19626840533620096
ClC1=C(C=O)C=NC2=CC=CC=C12,0.4108025830941624,0.2854804629686936
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1\C=C\C(=O)C=C(SC)SC,0.7172898931540549,0.20235993196852728
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1C=C(C#N)C#N,0.7911353075802326,0.16491006781421078
O=CC1=CNC2=CC=CC=C2C1=O,0.33055446350801504,0.2595481272875681
CC1=CC=C(C=C1)S(=O)(=O)N1C=C(C=O)C(=O)C2=C1C=CC=C2,0.37829340430675074,0.25256817540111914
