Smiles,average,std,number_of_actives_higher_than_0.5
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)C=C1,0.30943867584480905,0.2389533438315741,213
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=CC=C1,0.40572464554943133,0.2278835697252888,332
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1Br,0.3698709632689133,0.2620572370821042,306
CC1=C(C=O)C(O)=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=C1,0.7944030170086771,0.16613378618825864,935
COC1=CC(OCC2=CC=CC(Br)=C2C)=CC(OC)=C1C=O,0.7726831459458917,0.209508431256963,891
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=CC(OC)=C1CN[C@H](CO)C(O)=O,0.8687912798523902,0.11384903739204325,981
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1C=O,0.7789252670332789,0.17549028002755504,930
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1CN[C@@H](CO)C(C)C,0.7516989446468652,0.1826854872974808,896
ClC1=CC=C(C=C1)C(=O)N\N=C1/C(=O)N(CC2=CC=CC=C2)C2=C1C=CC=C2,0.12769603045977418,0.13783751325425472,28
CN1C(=O)\C(=N/NC(=O)C2=CC=CO2)C2=C1C=CC=C2,0.16502040311289598,0.1616392554337989,49
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)CC1,0.24481987285031934,0.22372082188782835,144
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=C(N)C=C1,0.42839122006762775,0.2462128599347851,372
CC1=CC=C(C=C1)S(=O)(=O)N1C(=O)CC2=C1C=CC=C2,0.2486348764775903,0.20974145276847986,138
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC2=C(OCCO2)C=C1,0.7382903075739742,0.20656075826169826,849
CC1=C(CO)C=CC=C1Br,0.4081175037042704,0.2699813275918363,348
O=C(CCC#C)NCCN1CCOCC1,0.28321813057758843,0.2464241907017555,184
CC1=C(CO)C=CC=C1C1=CC2=C(OCCO2)C=C1,0.8244035541452468,0.1651363317704894,946
CC1=C(CO)C=CC=C1C1=CC=CC=C1,0.4803569682864473,0.2341848732147631,469
ClC1=CC=C(NC(=O)CCC#C)C=C1,0.2187142371105001,0.2114993181514581,125
COC(=O)[C@@H](COC(C)(C)C)NC(=O)OC(C)(C)C,0.6314677932341437,0.3031854069979701,679
CC(C)(C)OC[C@@H](NC(=O)OC(C)(C)C)C(=O)NN,0.5354610400911479,0.31302241818531873,553
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC3=C(OCCO3)C=C2)=CC(OC)=C1C=O,0.8813751454651356,0.11021600294956864,987
OCC1=C(Cl)C(Br)=CC=C1,0.3124782828808529,0.2469597496914765,229
OCC1=C(Cl)C(=CC=C1)C1=CC=CC=C1,0.4419518065210432,0.2593826326775174,410
CCOC(=O)C1=C(O)C2=CC=CC=C2N=C1C,0.4508266928964295,0.27347057668927416,422
CCOC(=O)C1=C(Cl)C2=CC=CC=C2N=C1C,0.4797474948380841,0.27743384551163663,473
CC1=C2C(=O)N(N=C2C2=CC=CC=C2N1)C1=CC=C(C=C1)C#N,0.3660311504794517,0.24677625549710605,282
COC(=O)[C@@H](C)NC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2,0.4635874331602826,0.2463695542732273,445
C[C@H](NC(=O)OCC1C2=CC=CC=C2C2=C1C=CC=C2)C(=O)NN,0.411592368720565,0.2386110650919621,360
CC1=C(COC2=CC=C(C=O)C(F)=C2)C=CC=C1C1=CC=CC=C1,0.5040610199961811,0.2204007264674216,511
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=C(C=C2)[C@@H](O)C2=NC=CS2)=CC(OC)=C1C=O,0.7300360034294426,0.1933143865612917,866
CN1C(=O)C(=O)C2=CC=CC=C12,0.11753344100364076,0.14469026642476093,31
CN1C(=O)\C(=N/NC(=O)C2=CC=CC=C2)C2=CC=CC=C12,0.12187830160289015,0.13721107770567684,26
CC(=O)NN,0.5239353621849295,0.3056764394682092,538
CN1[C@H]2SC(=NN=C2C2=CC=CC=C12)C1=CC=CC=C1,0.10640197880034248,0.12710556834549988,17
CC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(O)=C1C=O,0.5407426386773586,0.213319933556422,578
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN[C@@H](CBr)C(C)C,0.7404052137881517,0.1877406977440096,882
COC1=CC(OCC2=C(C)C(Br)=CC=C2)=CC(OC)=C1CNCCBr,0.7709657805562019,0.19626840533620096,883
ClC1=C(C=O)C=NC2=CC=CC=C12,0.4108025830941624,0.2854804629686936,392
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1\C=C\C(=O)C=C(SC)SC,0.7172898931540549,0.20235993196852728,848
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1C=C(C#N)C#N,0.7911353075802326,0.16491006781421078,932
O=CC1=CNC2=CC=CC=C2C1=O,0.33055446350801504,0.2595481272875681,271
CC1=CC=C(C=C1)S(=O)(=O)N1C=C(C=O)C(=O)C2=C1C=CC=C2,0.3782934043067507,0.25256817540111914,318
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=C(C=C2)[C@@H](O)C2=NC=CS2)=CC(OC)=C1CNCCNC(C)=O,0.6524615155383945,0.21178937993916028,764
CC1=C(C=O)C(OCC2=CC(=CC=C2)C#N)=CC(OCC2=C(C)C(=CC=C2)C2=CC3=C(OCCO3)C=C2)=C1,0.7520600568056106,0.1810748442255513,893
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCC[C@@H](C1)C(O)=O,0.6331238405331969,0.2023043007986356,746
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCCC[C@@H]1C(=O)NCCOCCOCCNC(=O)OC(C)(C)C,0.6889769806973636,0.1948730270937828,825
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCCC[C@@H]1C(=O)NCCOCCOCCN,0.5746205114349723,0.208605727629738,639
FC1=CC=C(\C=C2/CCNC2=O)C=C1,0.29161765741405543,0.2393365011707801,193
CC1=CC(OCC2=C(C)C(=CC=C2)C2=CC3=C(OCCO3)C=C2)=CC(OCC2=CC=CC(=C2)C#N)=C1CN[C@H](CO)C(=O)NCCOCCOCCNC(=O)OC(C)(C)C,0.7544032921046019,0.17501229539181365,896
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1CN[C@H](CC(F)(F)F)C1=CC=CC=C1,0.6692801052406431,0.20471659061585346,780
CC1=C(C=CC=C1Br)C1=NN=C(O1)[C@@H](N1CCCCC1)C1=CC=C(F)C=C1,0.2012529461492668,0.16177594158027805,59
CC[C@H](N(C)C1=CC=CC=C1)C1=NN=C(O1)[C@H](COC(C)(C)C)NC(=O)OC(C)(C)C,0.3837442252356559,0.2891092587299059,344
BrC1=CC=CC=C1S(=O)(=O)N1CCC(=O)CC1,0.2363497623947041,0.2165331639841417,144
