Smiles,average,std,number_of_actives_higher_than_0.5
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCCC[C@@H]1C(=O)NCCOCCOCCNC(=O)C1=CC=C(C=C1)N1N=C2C(C1=O)=C(C)NC1=CC=CC=C21,0.6129935682564974,0.18673728754910826,734
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCCC[C@@H]1C(=O)NCCOCCOCCNC(=O)C1=CC=C(C=C1Cl)N1N=C2C(C1=O)=C(C)NC1=CC=CC=C21,0.6359043670073151,0.18463169333250126,776
BrC1=CC=CC=C1S(=O)(=O)N1CCC(=O)C=C1,0.28900246699876153,0.22353177043630326,185
CC(=C)C(=O)N1CCC[C@H]1C(O)=O,0.31247988519456704,0.2359847758999205,216
BrC1=CC=CC=C1S(=O)(=O)N1CCCCC1,0.18600565535918576,0.18401593563155572,84
O=C(N1CCC(=O)CC1)C1=CC=CC=N1,0.18696177387831267,0.1828195137716145,72
OC1=CC=CC=C1C1=CN=CN=C1,0.5332191332177317,0.2867725361824571,556
OCCOCCOCCN1C=CC2=C1C=CC=C2,0.5281161314688652,0.2912941493974849,554
CC1=C(NCC2=CC=C(F)C=C2)C=CC=C1Br,0.34939740216289644,0.24613198946544174,283
CNC1=C(C)C(Br)=CC=C1,0.3524505966841243,0.2632418676508679,294
O=S1(=O)OC2=CC=CC=C2C=N1,0.3433443848174648,0.26153017285329105,269
CNC1=C(C#N)C(Br)=CC=C1,0.4284837376730284,0.2877942120300772,407
OCCCCN1CCC2=C1C=CC=C2,0.0668246969647853,0.08362394392625462,0
CCCCNC1=C(C#N)C(Br)=CC=C1,0.27206699021789243,0.2211691031454924,166
CCCCNC1=C(C#N)C(=CC=C1)C1=CC=CC=C1,0.3752109696366824,0.2286925428484524,279
CC[C@@H](N(C)C1=C(C)C(=CC=C1)C1=CC=C2OCCOC2=C1)C1=NN=C(O1)C1=C(C)C(Br)=CC=C1,0.5788494770526886,0.2267329517456201,650
CC[C@@H](N(C)C1=C(C)C(=CC=C1)C1=CC=C2OCCOC2=C1)C1=NN=C(O1)C1=CC=CC=C1,0.4953768875207752,0.2293608989052689,503
CN(C(=O)C(C)=C)C1=C(C)C(Br)=CC=C1,0.2782972936640145,0.2286601037146336,196
CN(C(=O)C(C)=C)C1=C(C)C(=CC=C1)C1=CC=CC=C1,0.2864957431877265,0.1956047982808861,152
CC1=NS(=O)(=O)OC2=CC=CC=C12,0.386859370193677,0.27592833364497177,346
O=S1(=O)N=C(C2=CC=CC=C2)C2=CC=CC=C2N1CC1=CC=CC=C1,0.15887023544931436,0.1771615169123251,58
CC1=C(C=CC=C1C1=NN=C(O1)[C@@H](N1CCCCC1)C1=CC=C(F)C=C1)C1=CC=CC=C1,0.21531366929132487,0.14611051720519871,55
CC1=C(C=CC=C1C1=NN=C(O1)[C@@H](N1CCCCC1)C1=CC=C(F)C=C1)C1=CC2=C(OCCO2)C=C1,0.4945295800436288,0.2294797880797224,481
CC1=C(C=CC=C1C1=CC=C2OCCOC2=C1)C1=NN=C(O1)[C@H](N)CO,0.8076566268056631,0.16014965996639008,947
CC[C@H](N(C)C1=C(C)C(=CC=C1)C1=CC=C2OCCOC2=C1)C1=NN=C(O1)C1=CC=CC=C1,0.4915287959463894,0.22933653121287675,497
CC[C@H](N(C)C1=C(C)C(=CC=C1)C1=CC=CC=C1)C1=NN=C(O1)C1=CC=CC=C1,0.22512630797666494,0.16106171368833233,68
CCN(CC)C1=CC=C2[C@H](NS(=O)(=O)OC2=C1)C1=NN=C(O1)C1=CC=CC=C1,0.2965153905504012,0.21399941879493575,176
COC1=CC=C2[C@H](NS(=O)(=O)OC2=C1)C1=NN=C(O1)C1=CC=CC=C1,0.5657153227643575,0.23558007677892545,611
O=S1(=O)N[C@H](C2=NN=C(O2)C2=CC=CC=C2)C2=C3C=CC=CC3=CC=C2O1,0.32369598411547484,0.24287540820213044,250
COC1=CC=C2[C@H](NS(=O)(=O)OC2=C1)C1=NN=C(O1)C1=CN=C(C=C1)C(F)(F)F,0.7072250529068406,0.21138287723407587,832
COC1=CC=C2[C@H](NS(=O)(=O)OC2=C1)C1=NN=C(O1)C1=CC=C(C)C=C1,0.6018586589633487,0.2448675422900381,663
OC1=CC=C(C=C1)C1=NN=C(O1)[C@H]1NS(=O)(=O)OC2=CC=CC=C12,0.4957428385203239,0.2631345461180302,500
CC1=CC=C(C=C1)S(=O)(=O)N[C@H](C1=NN=C(O1)C1=CC=CC=C1)C1=CC=C(Br)C=C1,0.3116500160156284,0.22268272501029351,200
CC1=CC=C(C=C1)S(=O)(=O)N[C@H](C1=NN=C(O1)C1=CC(C)=C(Br)C=C1)C1=CC=C(Br)C=C1,0.4273907551546581,0.2645869063232681,388
COC1=CC(=CC(OC)=C1OC)[C@H](NS(=O)(=O)C1=CC=C(C)C=C1)C1=NN=C(O1)C1=CC=CC=C1,0.7092935841158032,0.22142488456618944,812
CC1=CC=C(C=C1)S(=O)(=O)N[C@H](C1=NN=C(O1)C1=CC=CC=C1)C1=CC=C(O)C(=C1)[N@@H](O)=O,0.4260919886464253,0.2298748544197172,376
ClC1=CC=C(C=C1)S(=O)(=O)N[C@H](C1=NN=C(O1)C1=CC=CC=C1)C1=CC=C(C=C1)C#N,0.3689855729911942,0.24114397519725644,287
COC1=CC(=CC(OC)=C1OC)[C@@H](NS(=O)(=O)C1=CC=C(Cl)C=C1)C1=NN=C(O1)C1=CC=CC=C1,0.7553149257265032,0.2084974156401644,866
﻿C[C@H]1CC2=CC(=O)CC[C@H]2[C@@H]2CC[C@]3(C)[C@H](CC[C@@]3(O)C#C)[C@@H]12,0.2840890384351369,0.2458100359977962,189
