Smiles,prediction_label,softmax_score
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)C=C1,0,0.3988465964794159
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=CC=C1,1,0.5654672980308533
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1Br,0,0.4019796550273895
CC1=C(C=O)C(O)=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=C1,1,0.6687608957290649
COC1=CC(OCC2=CC=CC(Br)=C2C)=CC(OC)=C1C=O,1,0.7910342216491699
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=CC(OC)=C1CN[C@H](CO)C(O)=O,1,0.8647364974021912
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1C=O,1,0.846474826335907
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1CN[C@@H](CO)C(C)C,1,0.8717910647392273
ClC1=CC=C(C=C1)C(=O)N\N=C1/C(=O)N(CC2=CC=CC=C2)C2=C1C=CC=C2,0,0.14645753800868988
CN1C(=O)\C(=N/NC(=O)C2=CC=CO2)C2=C1C=CC=C2,0,0.3436656892299652
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)CC1,0,0.1278703808784485
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=C(N)C=C1,1,0.670975387096405
CC1=CC=C(C=C1)S(=O)(=O)N1C(=O)CC2=C1C=CC=C2,0,0.051455769687891006
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC2=C(OCCO2)C=C1,1,0.7870151996612549
CC1=C(CO)C=CC=C1Br,0,0.46964356303215027
O=C(CCC#C)NCCN1CCOCC1,0,0.39393150806427
CC1=C(CO)C=CC=C1C1=CC2=C(OCCO2)C=C1,1,0.8614856600761414
CC1=C(CO)C=CC=C1C1=CC=CC=C1,1,0.6806410551071167
ClC1=CC=C(NC(=O)CCC#C)C=C1,0,0.11095353215932846
COC(=O)[C@@H](COC(C)(C)C)NC(=O)OC(C)(C)C,1,0.8464832305908203
CC(C)(C)OC[C@@H](NC(=O)OC(C)(C)C)C(=O)NN,1,0.8269469738006592
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC3=C(OCCO3)C=C2)=CC(OC)=C1C=O,1,0.8575053811073303
OCC1=C(Cl)C(Br)=CC=C1,0,0.14923878014087677
OCC1=C(Cl)C(=CC=C1)C1=CC=CC=C1,1,0.5369940400123596
CCOC(=O)C1=C(O)C2=CC=CC=C2N=C1C,0,0.08247967809438705
CCOC(=O)C1=C(Cl)C2=CC=CC=C2N=C1C,0,0.08311153203248978
CC1=C2C(=O)N(N=C2C2=CC=CC=C2N1)C1=CC=C(C=C1)C#N,0,0.0870421752333641
COC(=O)[C@@H](C)NC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2,1,0.6136086583137512
C[C@H](NC(=O)OCC1C2=CC=CC=C2C2=C1C=CC=C2)C(=O)NN,1,0.6518741846084595
