Smiles,prediction_label,softmax_score
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)C=C1,0,0.03126116096973419
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=CC=C1,0,0.4987783133983612
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1Br,0,0.23301072418689728
CC1=C(C=O)C(O)=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=C1,1,0.9439794421195984
COC1=CC(OCC2=CC=CC(Br)=C2C)=CC(OC)=C1C=O,1,0.9655972719192505
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=CC(OC)=C1CN[C@H](CO)C(O)=O,1,0.9805216789245605
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1C=O,1,0.9610880613327026
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1CN[C@@H](CO)C(C)C,1,0.9643478393554688
ClC1=CC=C(C=C1)C(=O)N\N=C1/C(=O)N(CC2=CC=CC=C2)C2=C1C=CC=C2,0,0.021605292335152626
CN1C(=O)\C(=N/NC(=O)C2=CC=CO2)C2=C1C=CC=C2,0,0.010364331305027008
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)CC1,0,0.02842756360769272
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=C(N)C=C1,0,0.02011285163462162
CC1=CC=C(C=C1)S(=O)(=O)N1C(=O)CC2=C1C=CC=C2,0,0.4710565507411957
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC2=C(OCCO2)C=C1,1,0.8909104466438293
CC1=C(CO)C=CC=C1Br,0,0.1118680015206337
O=C(CCC#C)NCCN1CCOCC1,0,0.07576048374176025
CC1=C(CO)C=CC=C1C1=CC2=C(OCCO2)C=C1,1,0.9223334789276123
CC1=C(CO)C=CC=C1C1=CC=CC=C1,0,0.4851113557815552
ClC1=CC=C(NC(=O)CCC#C)C=C1,0,0.009162849746644497
COC(=O)[C@@H](COC(C)(C)C)NC(=O)OC(C)(C)C,1,0.9447351098060608
