Smiles,prediction_label,softmax_score
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)C=C1,0,0.08665406703948975
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=CC=C1,1,0.5304780602455139
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1Br,0,0.41646331548690796
CC1=C(C=O)C(O)=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=C1,1,0.9155929684638977
COC1=CC(OCC2=CC=CC(Br)=C2C)=CC(OC)=C1C=O,0,0.2234157770872116
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=CC(OC)=C1CN[C@H](CO)C(O)=O,1,0.8920964002609253
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1C=O,0,0.346708744764328
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1CN[C@@H](CO)C(C)C,0,0.3850172758102417
ClC1=CC=C(C=C1)C(=O)N\N=C1/C(=O)N(CC2=CC=CC=C2)C2=C1C=CC=C2,0,0.12494001537561417
CN1C(=O)\C(=N/NC(=O)C2=CC=CO2)C2=C1C=CC=C2,0,0.08166594058275223
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)CC1,0,0.04926031082868576
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=C(N)C=C1,1,0.5874786972999573
CC1=CC=C(C=C1)S(=O)(=O)N1C(=O)CC2=C1C=CC=C2,0,0.3577577471733093
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC2=C(OCCO2)C=C1,1,0.9325587153434753
CC1=C(CO)C=CC=C1Br,0,0.4928702414035797
O=C(CCC#C)NCCN1CCOCC1,0,0.039206042885780334
CC1=C(CO)C=CC=C1C1=CC2=C(OCCO2)C=C1,1,0.953475832939148
CC1=C(CO)C=CC=C1C1=CC=CC=C1,1,0.6447027921676636
ClC1=CC=C(NC(=O)CCC#C)C=C1,0,0.040739960968494415
COC(=O)[C@@H](COC(C)(C)C)NC(=O)OC(C)(C)C,0,0.4910579025745392
CC(C)(C)OC[C@@H](NC(=O)OC(C)(C)C)C(=O)NN,0,0.3249679207801819
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC3=C(OCCO3)C=C2)=CC(OC)=C1C=O,1,0.8611655235290527
OCC1=C(Cl)C(Br)=CC=C1,0,0.17217892408370972
OCC1=C(Cl)C(=CC=C1)C1=CC=CC=C1,0,0.3404662609100342
CCOC(=O)C1=C(O)C2=CC=CC=C2N=C1C,0,0.11079032719135284
CCOC(=O)C1=C(Cl)C2=CC=CC=C2N=C1C,0,0.13741636276245117
CC1=C2C(=O)N(N=C2C2=CC=CC=C2N1)C1=CC=C(C=C1)C#N,0,0.1713058054447174
COC(=O)[C@@H](C)NC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2,1,0.811382532119751
C[C@H](NC(=O)OCC1C2=CC=CC=C2C2=C1C=CC=C2)C(=O)NN,1,0.6751631498336792
CC1=C(COC2=CC=C(C=O)C(F)=C2)C=CC=C1C1=CC=CC=C1,1,0.6202119588851929
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=C(C=C2)[C@@H](O)C2=NC=CS2)=CC(OC)=C1C=O,0,0.37539273500442505
CN1C(=O)C(=O)C2=CC=CC=C12,0,0.05889027565717697
CN1C(=O)\C(=N/NC(=O)C2=CC=CC=C2)C2=CC=CC=C12,0,0.0811869278550148
CC(=O)NN,0,0.16115450859069824
CN1[C@H]2SC(=NN=C2C2=CC=CC=C12)C1=CC=CC=C1,0,0.14135859906673431
CC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(O)=C1C=O,1,0.500573992729187
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN[C@@H](CBr)C(C)C,0,0.3099686801433563
COC1=CC(OCC2=C(C)C(Br)=CC=C2)=CC(OC)=C1CNCCBr,0,0.4057783782482147
ClC1=C(C=O)C=NC2=CC=CC=C12,0,0.05404030904173851
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1\C=C\C(=O)C=C(SC)SC,0,0.4671153426170349
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1C=C(C#N)C#N,1,0.5222287774085999
O=CC1=CNC2=CC=CC=C2C1=O,0,0.05578766390681267
CC1=CC=C(C=C1)S(=O)(=O)N1C=C(C=O)C(=O)C2=C1C=CC=C2,1,0.5638070106506348
