Smiles,prediction_label,softmax_score
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)C=C1,0,0.03923928365111351
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=CC=C1,1,0.5255642533302307
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1Br,0,0.46221381425857544
CC1=C(C=O)C(O)=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=C1,1,0.8078335523605347
COC1=CC(OCC2=CC=CC(Br)=C2C)=CC(OC)=C1C=O,1,0.7966629862785339
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=C3OCCOC3=C2)=CC(OC)=C1CN[C@H](CO)C(O)=O,1,0.7974479794502258
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1C=O,1,0.8051676154136658
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1CN[C@@H](CO)C(C)C,1,0.7927318811416626
ClC1=CC=C(C=C1)C(=O)N\N=C1/C(=O)N(CC2=CC=CC=C2)C2=C1C=CC=C2,0,0.051915887743234634
CN1C(=O)\C(=N/NC(=O)C2=CC=CO2)C2=C1C=CC=C2,0,0.02949136681854725
CC1=CC=C(C=C1)S(=O)(=O)N1CCC(=O)CC1,0,0.0394025593996048
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC=C(N)C=C1,1,0.527377188205719
CC1=CC=C(C=C1)S(=O)(=O)N1C(=O)CC2=C1C=CC=C2,0,0.02752912975847721
CC1=C(COC2=CC=C(C=O)C=C2)C=CC=C1C1=CC2=C(OCCO2)C=C1,1,0.8075368404388428
CC1=C(CO)C=CC=C1Br,0,0.10773129761219025
O=C(CCC#C)NCCN1CCOCC1,0,0.14361777901649475
CC1=C(CO)C=CC=C1C1=CC2=C(OCCO2)C=C1,1,0.7361526489257812
CC1=C(CO)C=CC=C1C1=CC=CC=C1,0,0.25755801796913147
ClC1=CC=C(NC(=O)CCC#C)C=C1,0,0.23926641047000885
COC(=O)[C@@H](COC(C)(C)C)NC(=O)OC(C)(C)C,1,0.7326004505157471
CC(C)(C)OC[C@@H](NC(=O)OC(C)(C)C)C(=O)NN,1,0.6882295608520508
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC3=C(OCCO3)C=C2)=CC(OC)=C1C=O,1,0.8049332499504089
OCC1=C(Cl)C(Br)=CC=C1,0,0.023829370737075806
OCC1=C(Cl)C(=CC=C1)C1=CC=CC=C1,0,0.3624263107776642
CCOC(=O)C1=C(O)C2=CC=CC=C2N=C1C,1,0.5173535346984863
CCOC(=O)C1=C(Cl)C2=CC=CC=C2N=C1C,1,0.6548908352851868
CC1=C2C(=O)N(N=C2C2=CC=CC=C2N1)C1=CC=C(C=C1)C#N,0,0.2107895463705063
COC(=O)[C@@H](C)NC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2,0,0.08411185443401337
C[C@H](NC(=O)OCC1C2=CC=CC=C2C2=C1C=CC=C2)C(=O)NN,0,0.1403287798166275
